"date","region","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","ons_death_hospital","ons_death_carehome","ons_death_community","death_0","death_55","death_65","death_75","pillar2_negatives_total_pcr_over25","pillar2_positives_over25","pillar2_positives_lft_over25"
"2020-09-17","south_west",4,1,14,NA,NA,1,1,0,0,1,0,0,11089,57,NA
"2020-09-18","south_west",4,2,16,0,71,0,1,0,0,0,0,0,9545,63,NA
"2020-09-19","south_west",7,1,20,0,912,0,0,0,0,0,0,0,3394,90,NA
"2020-09-20","south_west",8,1,25,2,851,0,1,0,0,0,0,0,3399,83,NA
"2020-09-21","south_west",8,1,29,5,1177,0,0,0,0,0,0,0,9583,94,NA
"2020-09-22","south_west",8,2,34,2,1075,0,0,0,0,0,0,0,12346,80,NA
"2020-09-23","south_west",6,2,38,7,1202,0,1,0,0,0,0,0,13176,96,NA
"2020-09-24","south_west",9,3,35,3,1198,2,0,1,0,0,0,2,12789,106,NA
"2020-09-25","south_west",8,3,36,7,1280,0,0,0,0,0,0,0,10665,124,NA
"2020-09-26","south_west",5,2,37,3,1100,0,0,0,0,0,0,0,3496,64,NA
"2020-09-27","south_west",4,2,40,2,876,0,1,0,0,0,0,0,2839,55,NA
"2020-09-28","south_west",4,1,38,2,1124,0,1,0,0,0,0,0,10640,153,NA
"2020-09-29","south_west",9,2,42,7,1039,0,0,1,0,0,0,0,13363,129,NA
"2020-09-30","south_west",5,2,35,2,922,0,1,0,0,0,0,0,13668,119,NA
"2020-10-01","south_west",13,2,36,4,815,0,0,0,0,0,0,0,12907,151,NA
"2020-10-02","south_west",14,2,39,6,834,0,1,0,0,0,0,0,11738,154,NA
"2020-10-03","south_west",10,2,50,1,764,0,1,0,0,0,0,0,4590,144,NA
"2020-10-04","south_west",15,3,57,0,401,0,3,0,0,0,0,0,3748,161,NA
"2020-10-05","south_west",20,4,63,2,532,0,0,0,0,0,0,0,12557,237,NA
"2020-10-06","south_west",21,6,64,NA,NA,1,0,0,0,0,1,0,16062,237,NA
"2020-10-07","south_west",21,6,70,NA,NA,0,1,0,0,0,0,0,15998,283,NA
"2020-10-08","south_west",35,6,69,NA,NA,1,0,0,0,0,0,1,14973,347,NA
"2020-10-09","south_west",23,4,83,NA,NA,1,0,1,0,0,1,0,12766,260,NA
"2020-10-10","south_west",18,5,94,NA,NA,1,0,0,0,0,0,1,4212,207,NA
"2020-10-11","south_west",34,8,99,NA,NA,3,2,0,0,0,0,3,2733,207,NA
"2020-10-12","south_west",32,10,110,NA,NA,2,2,0,0,0,0,2,12727,310,NA
"2020-10-13","south_west",23,11,112,NA,NA,1,2,0,0,0,0,1,16007,416,NA
"2020-10-14","south_west",46,15,122,NA,NA,3,0,0,0,0,0,3,15812,384,NA
"2020-10-15","south_west",33,16,127,NA,NA,1,1,0,0,0,0,1,13650,307,NA
"2020-10-16","south_west",22,17,156,0,67,1,0,2,0,0,0,1,12180,376,NA
"2020-10-17","south_west",37,20,163,8,1002,6,0,0,0,1,1,4,4492,309,NA
"2020-10-18","south_west",34,21,168,3,918,4,3,0,1,1,0,2,3401,295,NA
"2020-10-19","south_west",52,19,198,7,1421,2,0,1,0,0,0,2,14141,600,NA
"2020-10-20","south_west",43,21,217,8,1231,2,0,0,0,0,1,1,16888,625,NA
"2020-10-21","south_west",48,19,225,5,1214,6,1,0,0,1,1,4,16290,650,NA
"2020-10-22","south_west",36,19,245,15,1224,5,1,0,0,0,1,4,15686,689,NA
"2020-10-23","south_west",36,21,257,13,1162,5,0,0,0,1,1,3,13234,574,NA
"2020-10-24","south_west",46,21,264,8,952,5,2,0,0,0,0,5,4379,436,NA
"2020-10-25","south_west",64,21,271,11,658,4,1,0,0,1,1,2,4073,492,NA
"2020-10-26","south_west",88,22,310,6,938,7,1,1,0,1,0,6,13660,731,NA
"2020-10-27","south_west",63,30,342,3,889,8,1,2,0,0,0,8,16334,797,NA
"2020-10-28","south_west",69,33,380,7,829,5,1,1,0,0,2,3,16555,838,NA
"2020-10-29","south_west",69,34,401,4,729,11,2,2,1,0,2,8,15144,886,NA
"2020-10-30","south_west",80,33,418,0,658,7,3,0,0,0,1,6,13465,765,NA
"2020-10-31","south_west",99,40,453,6,534,6,2,2,0,2,1,3,5086,523,NA
"2020-11-01","south_west",76,42,461,5,261,5,1,1,0,0,0,5,4166,416,NA
"2020-11-02","south_west",91,50,511,6,527,8,2,3,0,0,0,8,15931,1116,NA
"2020-11-03","south_west",86,57,534,NA,NA,8,2,0,1,0,0,7,18797,934,NA
"2020-11-04","south_west",102,60,539,NA,NA,6,0,0,0,0,0,6,17660,951,NA
"2020-11-05","south_west",105,67,555,NA,NA,7,6,1,0,1,0,6,17076,929,NA
"2020-11-06","south_west",103,60,582,NA,NA,11,6,0,0,0,2,9,15739,869,NA
"2020-11-07","south_west",110,51,629,NA,NA,10,0,2,0,0,3,7,5767,683,NA
"2020-11-08","south_west",111,57,678,NA,NA,11,5,3,1,1,2,7,5138,769,1
"2020-11-09","south_west",109,56,719,NA,NA,10,4,3,0,1,1,8,17278,1188,NA
"2020-11-10","south_west",79,57,765,NA,NA,5,5,0,0,1,0,4,18714,1072,NA
"2020-11-11","south_west",135,57,797,NA,NA,13,2,1,0,0,2,11,17972,961,NA
"2020-11-12","south_west",170,58,814,NA,NA,14,1,1,1,0,3,10,15563,952,NA
"2020-11-13","south_west",129,58,848,0,26,8,5,0,0,0,2,6,15813,1046,1
"2020-11-14","south_west",105,58,891,0,27,7,1,0,0,2,0,5,5350,761,NA
"2020-11-15","south_west",120,64,930,0,89,17,1,0,1,0,3,13,4772,631,1
"2020-11-16","south_west",105,51,896,15,1626,19,2,0,0,1,2,16,18252,1090,NA
"2020-11-17","south_west",127,58,891,7,1413,20,4,3,2,0,4,14,19416,770,1
"2020-11-18","south_west",127,69,990,9,1466,20,2,1,3,2,2,13,18721,681,NA
"2020-11-19","south_west",94,61,1001,5,1463,17,4,0,0,1,2,14,16056,595,NA
"2020-11-20","south_west",95,65,1008,4,1435,26,7,1,0,0,6,20,13520,518,NA
"2020-11-21","south_west",103,64,964,11,1347,26,9,2,0,1,5,20,4984,413,NA
"2020-11-22","south_west",117,62,986,6,838,25,7,4,0,0,7,18,3987,301,NA
"2020-11-23","south_west",122,72,1025,3,1089,14,4,2,0,2,3,9,15635,572,NA
"2020-11-24","south_west",103,70,1038,6,966,21,5,5,0,1,3,17,17673,471,NA
"2020-11-25","south_west",121,75,1020,5,863,23,5,0,0,0,7,16,17451,481,NA
"2020-11-26","south_west",101,67,1017,4,746,12,5,0,1,0,2,9,15781,401,NA
"2020-11-27","south_west",87,66,996,4,716,20,8,0,0,1,3,16,13445,354,NA
"2020-11-28","south_west",100,62,899,3,657,29,2,0,0,2,6,21,4628,275,NA
"2020-11-29","south_west",94,64,988,3,445,21,7,3,0,2,2,17,3704,259,NA
"2020-11-30","south_west",84,61,1016,2,547,18,10,1,0,0,4,14,15693,468,NA
"2020-12-01","south_west",78,66,971,2,463,13,8,1,0,1,2,10,17336,447,NA
"2020-12-02","south_west",97,61,926,1,411,15,9,0,0,0,1,14,16981,366,2
